ID,Period,Match clock,Video time (s),Action,Team,Player,Second player,Successful,X (m),Y (m),End X (m),End Y (m),Norm X,Norm Y,Norm end X,Norm end Y,Goal X (m),Goal Y (m),Miss,On target,Pass outcome,xG,xT
e2cbef05-f73c-4e87-9c09-5593c4908c7f,2nd half,31:02,1862.83,Shot,Team Matto,Łukasz (?),Hubert,0,81.88,24.48,,,81.88,24.48,,,,,blocked,0,,0.013,
274b010c-5217-4097-bd29-99ba8243ef4f,2nd half,31:05,1865.2,Clearance,Team Sempu,Hubert,,0,91.67,27.75,,,13.33,40.25,,,,,,,,,
02e8baaa-f7d5-4a36-9d70-1ec568982db0,2nd half,31:05,1865.72,Pass,Team Matto,Mateusz,,1,86.78,44.48,88.41,39.17,86.78,44.48,88.41,39.17,,,,,,,0.079
716f6355-6f06-44bf-9a12-bbad7489fa62,2nd half,31:07,1867.67,Shot,Team Matto,Wojtunia,Sempu,0,92.49,45.29,,,92.49,45.29,,,,,blocked,0,,0.172,
c3569b0d-2978-4071-9a78-265088d1f506,2nd half,31:26,1886.71,Pass,Team Matto,Wojtunia,,1,104.73,66.51,95.75,42.44,104.73,66.51,95.75,42.44,,,,,,,0.07
c573710c-81ab-4459-94fa-81d4c64facfd,2nd half,31:30,1890.41,Shot,Team Matto,Marek,Mateusz (?),0,95.35,42.44,,,95.35,42.44,,,,,blocked,0,,0.136,
8f1622c7-01c1-415d-ac3d-9eab81cadc63,2nd half,31:30,1890.47,Clearance,Team Sempu,Mateusz (?),,0,100.65,35.09,,,4.35,32.91,,,,,,,,,
cf140762-ff8c-40d4-b197-a8a1cefbb8b2,2nd half,31:36,1896.86,Pass,Team Matto,Krzysiek K,,1,65.15,42.84,65.56,33.87,65.15,42.84,65.56,33.87,,,,,,,0.001
30c1bf72-fe3f-436b-9080-d361dbe1a6ee,2nd half,31:39,1899.05,Dribble,Team Matto,Filip,Roszkol,1,70.86,32.23,,,70.86,32.23,,,,,,,,,
ff7f0a4c-45b4-4501-a530-7e011791e287,2nd half,31:39,1899.74,Pass,Team Matto,Filip,,1,76.58,31.83,76.98,42.44,76.58,31.83,76.98,42.44,,,,,,,0
2ad7cd5f-7567-4d50-8a59-cd712f1ac9bb,2nd half,31:41,1901.32,Key pass,Team Matto,Marek,,0,77.39,42.44,93.71,26.52,77.39,42.44,93.71,26.52,,,,,out,,
1b221ffd-72bf-4a8e-baed-f773d2e7e808,2nd half,31:42,1902.94,Offside,Team Matto,Michał W,,1,94.53,26.11,,,94.53,26.11,,,,,,,,,
e64bb70f-9f04-4862-9376-6ceec305a7cb,2nd half,31:52,1912.68,Pass,Team Sempu,Matto,,1,100.24,31.42,86.78,31.83,4.76,36.58,18.22,36.17,,,,,,,0.001
896359d2-d90d-48ed-b30e-6c41cc4e0925,2nd half,31:57,1917.17,Ground duel,Team Sempu,Roszkol,Wojtunia,0,82.29,31.01,,,22.71,36.99,,,,,,,,,
6e82099b-b5a9-4bc6-864f-032cf020410b,2nd half,31:58,1918.09,Pass,Team Matto,Wojtunia,,1,81.47,30.6,81.88,28.97,81.47,30.6,81.88,28.97,,,,,,,0
2a74f826-969d-4fb1-9e2c-939b18b685b8,2nd half,32:00,1920.44,Shot,Team Matto,Marek,,0,82.7,35.5,,,82.7,35.5,,,4.35,1.27,,1,,0.04,
c33f5aa7-4d6e-46a9-8634-5ad176649c2e,2nd half,32:02,1922.32,Save,Team Sempu,Kroma,,1,105,35.09,,,0,32.91,,,,,,,,,
0f8338fa-53ef-40a2-b88b-91a1c863e79c,2nd half,32:10,1930.37,Pass,Team Sempu,Kroma,,1,90.86,43.66,86.37,48.56,14.14,24.34,18.63,19.44,,,,,,,0
145ff604-9d13-48a6-b511-0721d1f4e372,2nd half,32:13,1933.66,Pass,Team Sempu,Kacper,,1,84.74,50.6,68.15,57.55,20.26,17.4,36.85,10.45,,,,,,,0.002
40c61734-8c1c-4cc3-8916-235d554d7f8a,2nd half,32:16,1936.08,Pass,Team Sempu,Sempu,Krzysiek K,0,69.23,57.53,62.29,57.53,35.77,10.47,42.71,10.47,,,,,intercepted,,
e7f4cdc9-7038-4ea9-af2f-c45ca3ee38f4,2nd half,32:16,1936.55,Clearance,Team Matto,Krzysiek K,,1,61.89,57.94,,,61.89,57.94,,,,,,,,,
9333e0c3-8062-44b2-8169-ca2c849b5c51,2nd half,32:22,1942.1,Pass,Team Sempu,Sempu,,1,70.45,67.74,79.54,64.67,34.55,0.26,25.46,3.33,,,,,,,-0.001
05e40080-eb23-422a-a4a6-029b6ac144e0,2nd half,32:30,1950.18,Pass,Team Sempu,Kacper,,1,83.1,63.65,82.7,56.31,21.9,4.35,22.3,11.69,,,,,,,0.001
78cb511f-12f2-44dd-89c6-be75575ba9be,2nd half,32:33,1953.32,Pass,Team Sempu,Matto,,1,74.13,55.9,67.6,48.56,30.87,12.1,37.4,19.44,,,,,,,0.002
e16de928-a8a5-4a13-8687-d89860bd426e,2nd half,32:35,1955.29,Pass,Team Sempu,Hubert,,1,65.15,47.33,48.01,59.57,39.85,20.67,56.99,8.43,,,,,,,0.002
c470aeb9-264b-45ae-8f96-1ac024e8deaa,2nd half,32:38,1958.23,Key pass,Team Sempu,Sempu,,1,36.59,62.02,14.55,36.72,68.41,5.98,90.45,31.28,,,,,,,0.091
71bf4660-7973-44fe-af87-2e18c7d1e795,2nd half,32:40,1960.96,Shot,Team Sempu,Bartek,,0,14.14,35.5,,,90.86,32.5,,,2.98,1.34,,1,,0.421,
f0ed6ee1-95b7-4f1f-982e-265501cb9705,2nd half,32:42,1962.1,Save,Team Matto,Tomek E,,1,3.53,34.68,,,3.53,34.68,,,,,,,,,
b3698723-d7e5-4d36-8f23-5cff1ce3d12a,2nd half,33:00,1980.7,Pass,Team Sempu,Bartek,,1,1.08,66.92,6.39,64.88,103.92,1.08,98.61,3.12,,,,,,,0
547f8c5a-6b1d-4daf-bce4-1a8fa54df737,2nd half,33:02,1982.66,Pass,Team Sempu,Sempu,Krystian,0,6.8,64.47,3.94,45.29,98.2,3.53,101.06,22.71,,,,,intercepted,,
5e5a3865-fe58-45db-a4c9-785252eeace5,2nd half,33:05,1985.7,Clearance,Team Matto,Krystian,,0,4.35,43.66,,,4.35,43.66,,,,,,,,,
d1315269-f412-4080-a066-f9b23467459f,2nd half,33:08,1988.37,Pass,Team Sempu,Matto,,1,15.37,39.99,26.79,39.58,89.63,28.01,78.21,28.42,,,,,,,-0.084
51c5b354-9f31-49d3-a0b6-cd797b4df4b9,2nd half,33:13,1993.33,Pass,Team Sempu,Roszkol,,1,26.79,39.58,21.49,40.8,78.21,28.42,83.51,27.2,,,,,,,0.011
201e3bfd-9fa6-4ec7-b579-14a3210f1d89,2nd half,33:13,1993.75,Pass,Team Sempu,Matto,Filip,0,22.3,39.58,21.9,31.42,82.7,28.42,83.1,36.58,,,,,intercepted,,
18925796-5356-45e5-8338-f35d241b1e58,2nd half,33:14,1994.66,Pass,Team Matto,Filip,,1,22.3,29.38,39.03,43.25,22.3,29.38,39.03,43.25,,,,,,,0.003
e01ae260-2e1e-4fad-a47a-8ebb5748b36d,2nd half,33:17,1997.91,Key pass,Team Matto,Marek,Kroma,0,42.3,42.84,80.25,27.34,42.3,42.84,80.25,27.34,,,,,intercepted,,
038a1d18-6583-407b-9fae-20005ce30631,2nd half,33:24,2004.02,Pass,Team Sempu,Kroma,,1,81.06,26.52,77.39,33.87,23.94,41.48,27.61,34.13,,,,,,,0.001
4ef7d297-06b8-4679-a50e-b7f2fa9f210a,2nd half,33:27,2007.95,Pass,Team Sempu,Wojtek,Krzysiek K,0,68.01,34.27,39.03,39.99,36.99,33.73,65.97,28.01,,,,,intercepted,,
37d950e8-9b10-49b0-becf-e2bdb40eff2e,2nd half,33:31,2011.48,Pass,Team Matto,Krzysiek K,,1,45.15,39.99,55.36,30.19,45.15,39.99,55.36,30.19,,,,,,,0.002
5924af55-4205-450c-902b-87282625dac9,2nd half,33:35,2015.3,Pass,Team Matto,Marek,,1,55.76,29.79,71.27,48.56,55.76,29.79,71.27,48.56,,,,,,,0.007
4b9ed918-2fbb-42ee-87dd-c36d39f696f9,2nd half,33:42,2022.27,Key pass,Team Matto,Michał W,Kroma,0,84.74,54.68,91.27,37.54,84.74,54.68,91.27,37.54,,,,,intercepted,,
d86d98bb-55f3-4f78-ad32-f3236900255f,2nd half,33:47,2027.39,Pass,Team Sempu,Kroma,,1,81.47,43.66,66.37,53.45,23.53,24.34,38.63,14.55,,,,,,,0.002
ecaa0401-2481-4686-96c6-e0060159ad46,2nd half,33:53,2033.34,Pass,Team Sempu,Sempu,,1,44.75,57.94,41.48,42.44,60.25,10.06,63.52,25.56,,,,,,,0.004
3eb548e9-f197-4f94-b9e2-9e136647198f,2nd half,33:57,2037.35,Dribble,Team Sempu,Roszkol,Krystian,0,37.4,42.03,,,67.6,25.97,,,,,,,,,
8ed47cff-1a13-4f47-804b-c61f4d3173a1,2nd half,33:59,2039.79,Pass,Team Matto,Krystian,,1,27.2,41.62,23.94,49.37,27.2,41.62,23.94,49.37,,,,,,,-0.001
4b6c1ae5-6240-40c1-8a6f-1bea4072bf83,2nd half,34:01,2041.23,Pass,Team Matto,Mateusz,,1,22.71,49.78,5.82,40.47,22.71,49.78,5.82,40.47,,,,,,,-0.001
fe5afa37-b54b-42dd-8cdd-f7a5e44808a2,2nd half,34:06,2046.39,Pass,Team Matto,Tomek E,,1,5.98,41.62,15.5,54.99,5.98,41.62,15.5,54.99,,,,,,,-0.001
fc3fc13b-cb1d-4dd0-806d-65ce5bb78318,2nd half,34:11,2051.92,Pass,Team Matto,Mateusz,Matto,0,28.02,54.68,56.48,46.31,28.02,54.68,56.48,46.31,,,,,intercepted,,
a9f3f3b4-1258-4ffe-a46b-bf2017c678da,2nd half,34:14,2054.7,Pass,Team Sempu,Matto,Krzysiek K,0,57.62,44.32,62.7,34.68,47.38,23.68,42.3,33.32,,,,,intercepted,,
e6a49418-2091-4b07-b17f-60fe58617786,2nd half,34:16,2056.26,Pass,Team Matto,Krzysiek K,Matto,0,59.44,35.09,85.96,48.56,59.44,35.09,85.96,48.56,,,,,intercepted,,
c725f19a-3c3a-4c66-a1a5-c336323d57e7,2nd half,34:32,2072.43,Pass,Team Sempu,Matto,,1,71.68,42.03,77.8,32.23,33.32,25.97,27.2,35.77,,,,,,,0
a8347e6d-e521-4a48-9204-38ffa009009f,2nd half,34:35,2075.29,Pass,Team Sempu,Wojtek,,1,78.21,33.05,76.58,20.81,26.79,34.95,28.42,47.19,,,,,,,0
d19f9d2f-53a1-4ab0-a8a7-e83eb25c7279,2nd half,34:42,2082.17,Pass,Team Sempu,Mateusz (?),,1,60.75,8.03,26.32,12.01,44.25,59.97,78.68,55.99,,,,,,,0.012
f260cad6-3922-4718-9024-8177047c5c0a,2nd half,34:46,2086.77,Pass,Team Matto,Dawid,,1,25.98,12.24,1.49,21.62,25.98,12.24,1.49,21.62,,,,,,,-0.001
6a961c64-5b56-44a0-a0e0-e3865d8db06b,2nd half,34:47,2087.13,Pass,Team Matto,Tomek E,,1,2.31,21.62,8.02,2.45,2.31,21.62,8.02,2.45,,,,,,,-0.002
5af2e6c2-d214-4ded-84eb-ddc07f174354,2nd half,34:51,2091.21,Pass,Team Matto,Łukasz (?),,1,11.69,1.22,30.46,18.36,11.69,1.22,30.46,18.36,,,,,,,0.003
915ddae2-20e1-42db-8ce7-038457c3d62a,2nd half,34:58,2098.5,Pass,Team Matto,Krzysiek K,,1,31.28,18.36,14.96,18.77,31.28,18.36,14.96,18.77,,,,,,,-0.001
2ce34faf-ad21-4e0f-b1bc-c51f4f6572d4,2nd half,34:58,2098.53,Pass,Team Matto,Dawid,Matto,0,14.14,18.77,82.7,32.23,14.14,18.77,82.7,32.23,,,,,intercepted,,
ec400d3a-c3ae-43b3-bc73-33fcd5ff0a96,2nd half,35:08,2108.58,Pass,Team Sempu,Matto,,1,83.92,33.46,79.02,57.53,21.08,34.54,25.98,10.47,,,,,,,-0.001
